Date,crypto,Open,High,Low,Close,Volume,returns,log_returns,volatility_7d,volatility_30d,returns_squared,price_normalized
2020-10-12,BNB,28.54990768432617,31.08211326599121,28.49144554138184,30.71468162536621,718406691,,,,,,0.0030058906173182
2020-10-13,BNB,30.670005798339844,31.765100479125977,30.2694034576416,30.70674514770508,600050050,-0.0002583936163796,-0.000258427005762,,,6.676726098577592e-08,0.0029997064645285
2020-10-14,BNB,30.73881149291992,31.29753875732422,30.4619083404541,30.912118911743164,460297911,0.0066882296723471,0.0066659626935776,0.0049120044338071,0.0049120044338071,4.47324161500651e-05,0.0031597349797001
2020-10-15,BNB,30.88991928100586,31.569292068481445,30.500120162963867,31.29586410522461,504135680,0.012414069529723,0.0123376467966552,0.0063460242065029,0.0063460242065029,0.0001541091222887,0.0034587516228663
2020-10-16,BNB,31.31403923034668,31.917165756225582,29.666963577270508,29.99489974975586,546849696,-0.0415698493287988,-0.0424585927343177,0.0244802202411467,0.0244802202411467,0.001728052373219,0.0024450320999664
2020-10-17,BNB,30.04375648498535,30.555606842041016,29.71999168395996,30.24823570251465,377026508,0.0084459676435775,0.0084105000245055,0.0221218868141632,0.0221218868141632,7.133436943635846e-05,0.0026424330511027
2020-10-18,BNB,30.24098777770996,30.996551513671875,30.221710205078125,30.659523010253903,440840685,0.0135970676698033,0.013505457035015,0.0208954424229394,0.0208954424229394,0.0001848802492172,0.002962910681119
2020-10-19,BNB,30.656213760375977,30.656213760375977,29.8570613861084,29.925067901611328,385913101,-0.0239552033603699,-0.0242467954259922,0.0210962380457492,0.0210962380457492,0.0005738517680366,0.0023906186892632
2020-10-20,BNB,29.93031311035156,30.0800724029541,28.54344749450684,28.803443908691406,493774162,-0.0374810843072315,-0.0382015603454974,0.0245462561255327,0.0229269318581028,0.0014048316808457,0.0015166422930642
2020-10-21,BNB,28.81385040283203,30.38338279724121,28.70941734313965,29.77235412597656,510855830,0.0336386933575254,0.0330852888694302,0.0290818291419242,0.0255031710716195,0.0011315616908016,0.0022716231648078
2020-10-22,BNB,29.765539169311523,31.30000686645508,29.7644157409668,30.658191680908203,530907796,0.0297536953639399,0.0293196429306146,0.0314528489441662,0.0262012313602091,0.0008852823878101,0.0029618733010067
2020-10-23,BNB,30.655258178710938,31.164146423339844,30.102983474731445,30.63396072387696,514504830,-0.0007903583252216,-0.0007906708230304,0.0263799708964091,0.0248582105104271,6.246662822472093e-07,0.002942992388476
2020-10-24,BNB,30.63396072387696,30.841915130615234,30.46013832092285,30.58882141113281,407454460,-0.001473505602198,-0.0014745922791921,0.0263248117662995,0.0237054211757296,2.171218759709053e-06,0.0029078195550416
2020-10-25,BNB,30.58882141113281,30.966110229492188,29.96166610717773,30.107540130615234,391997739,-0.0157338942239341,-0.0158589857909608,0.0264862125487553,0.0231076067917521,0.0002475554274499,0.0025328021857985
2020-10-26,BNB,30.107542037963867,31.31110382080078,29.992475509643555,31.154560089111328,624224136,0.0347760047467782,0.0341849827605152,0.027752042087572,0.0242029072082185,0.0012093705061479,0.0033486466540437
2020-10-27,BNB,31.15468406677246,32.345069885253906,30.99955177307129,31.638721466064453,715978374,0.0155406263342599,0.0154211074756515,0.020039183724188,0.0236109950971537,0.000241511066861,0.003725908212355
2020-10-28,BNB,31.638784408569336,31.92716407775879,29.868392944335938,30.363506317138672,477279858,-0.0403055208881804,-0.0411402960980158,0.0262785208591584,0.0251683052263189,0.0016245350140675,0.0027322526314547
2020-10-29,BNB,30.36355400085449,30.42120361328125,29.512840270996094,29.84247779846192,426303252,-0.0171596953670222,-0.0173086291709353,0.0242552020586049,0.0247050105406197,0.000294455145089,0.0023262639668537
2020-10-30,BNB,29.84268379211425,30.19415664672852,27.585996627807617,28.508411407470703,531974962,-0.0447036067179372,-0.0457336271952833,0.0286841787383292,0.0260498088862774,0.001998412453592,0.0012867511318496
2020-10-31,BNB,28.508411407470703,28.892671585083008,28.169597625732425,28.431215286254883,360596998,-0.0027078366490667,-0.0027115094704909,0.0286277289695101,0.025317126048207,7.3323793180288195e-06,0.0012265994337346
2020-11-01,BNB,28.431215286254883,28.665218353271484,28.10133171081543,28.461565017700195,338657898,0.0010674792174636,0.0010669098666678,0.0287749228229234,0.0246654329329364,1.1395118797167862e-06,0.0012502481333715
2020-11-02,BNB,28.461469650268555,29.27802467346192,27.83302497863769,27.883930206298828,390864652,-0.0202952582207667,-0.0205040366113729,0.0219679854724655,0.0243182947229194,0.0004118975062475,0.0008001514931656
2020-11-03,BNB,27.88392639160156,27.88392639160156,25.897151947021484,26.8570499420166,457901613,-0.0368269557657355,-0.0375221904563696,0.0182307060878897,0.0247240706779053,0.0013562246709714,0.0
2020-11-04,BNB,26.85738754272461,26.95651626586914,25.96685218811035,26.931514739990234,383972480,0.0027726350486891,0.0027687983862728,0.0186768626860266,0.0242214909811067,7.687505113219691e-06,5.8023434045181934e-05
2020-11-05,BNB,26.931575775146484,27.89942741394043,26.718618392944336,27.675859451293945,299236756,0.0276384272659733,0.0272633807139791,0.0251135454222343,0.0246312284315803,0.0007638826617364,0.0006380214658467
2020-11-06,BNB,27.67580795288086,29.417892456054688,27.67580795288086,29.01799964904785,343104562,0.0484949780914989,0.047355781736063,0.0284076325276355,0.0263022766137165,0.0023517629000949,0.0016838254613311
2020-11-07,BNB,29.01799964904785,29.844575881958008,26.98603820800781,27.738094329833984,362934993,-0.0441072897750849,-0.0451096000269523,0.0335993613565134,0.027065360251542,0.0019454530113033,0.000686515270551
2020-11-08,BNB,27.738094329833984,28.68533706665039,27.5147762298584,28.305116653442383,321186882,0.0204420071857109,0.020235873809502,0.0347713440840967,0.0269387253822951,0.0004178756577806,0.0011283425942173
2020-11-09,BNB,28.30513572692871,28.923385620117188,27.408660888671875,28.01802062988281,335957338,-0.0101429019733313,-0.0101946916999127,0.0339999811918678,0.0264728465404514,0.0001028784604406,0.0009046355857924
2020-11-10,BNB,28.018600463867188,28.468074798583984,27.70500946044922,28.193342208862305,310738349,0.0062574577017944,0.0062379611038371,0.029585832993328,0.0260518300182574,3.9155776889746335e-05,0.0010412472513235
2020-11-11,BNB,28.193321228027344,28.62005615234375,27.87151527404785,27.956178665161133,279645463,-0.0084120407557292,-0.0084476216496955,0.0301696457943393,0.025620551861011,7.076242967604927e-05,0.0008564479419809
2020-11-12,BNB,27.955781936645508,28.157188415527344,27.34979248046875,27.61480712890625,266092376,-0.0122109513014487,-0.0122861174945185,0.0290888891272633,0.02567233596309,0.0001491073316863,0.0005904491162565
2020-11-13,BNB,27.61427497863769,28.48151397705078,27.562482833862305,28.182172775268555,292737428,0.020545703749218,0.0203374879084412,0.0225030172845248,0.0259794339183825,0.0004221259425506,0.0010325439591494
2020-11-14,BNB,28.182172775268555,28.182172775268555,27.40985870361328,27.93620109558105,254114574,-0.0087279175260523,-0.0087662288800087,0.0145458973654455,0.0258402907415167,7.617654434157261e-05,0.0008408812954249
2020-11-15,BNB,27.93620109558105,28.17245483398437,27.114181518554688,27.62103080749512,254946427,-0.0112817876348901,-0.011345909731754,0.0122840573737116,0.0248733357079124,0.0001272787322387,0.0005952986453487
2020-11-16,BNB,27.62103080749512,28.1802921295166,27.500865936279297,28.064109802246094,275039274,0.0160413634754985,0.0159140604097594,0.0137915023137451,0.0250261993795151,0.000257325342153,0.0009405485557539
2020-11-17,BNB,28.17127799987793,28.750810623168945,28.17127799987793,28.530580520629883,320321793,0.0166216110780201,0.0164849839967453,0.0150358497329731,0.0250979867980928,0.0002762779548289,0.0013040254428024
2020-11-18,BNB,28.530521392822266,28.781078338623047,27.543642044067383,28.07616233825684,327690836,-0.0159274075073397,-0.0160556117925725,0.0161158080382659,0.0248988375924261,0.0002536823099048,0.0009499399668277
2020-11-19,BNB,28.0760498046875,28.33826065063477,27.654972076416016,28.094104766845703,282317319,0.0006390627170727,0.0006388586034508,0.0150966221247644,0.023971789819537,4.084011563523451e-07,0.0009639208188567
2020-11-20,BNB,28.092193603515625,29.27153587341309,28.092193603515625,28.891996383666992,321436881,0.0284006777736123,0.0280048554657904,0.0168469074543546,0.0237320443812358,0.0008065984980005,0.0015856429327101
2020-11-21,BNB,28.891996383666992,30.73203086853028,28.350330352783203,30.39129066467285,419204706,0.0518930662006253,0.0505914610507352,0.023623328183444,0.0250217531865575,0.0026928903197024,0.0027539023679813
2020-11-22,BNB,30.39129066467285,31.073448181152344,29.08958625793457,29.9250717163086,426289161,-0.0153405445496986,-0.0154594280959269,0.0243387475080858,0.0251783438725093,0.0002353323070812,0.002390621661699
2020-11-23,BNB,29.925092697143555,31.04421043395996,29.8188419342041,30.965368270874023,433686948,0.0347633771583739,0.0341727794765238,0.0258681199874261,0.0259850347391514,0.0012084923914553,0.0032012272117555
2020-11-24,BNB,30.971752166748047,35.11366271972656,30.851287841796875,33.80315017700195,840230024,0.0916437318395191,0.0876845711964461,0.0390879680403962,0.0306203449552932,0.0083985735854736,0.005412444535183
2020-11-25,BNB,33.85777282714844,35.28230667114258,30.77440071105957,31.342960357666016,599500600,-0.072779897922346,-0.0755643067799919,0.0526129579632561,0.0331247696762479,0.0052969135415871,0.0034954493158927
2020-11-26,BNB,31.31772994995117,31.73126792907715,26.537389755249023,28.20491600036621,659590250,-0.1001195905393246,-0.1054934028639673,0.0690580034839268,0.0377492254278049,0.010023932409762,0.0010502656216979
2020-11-27,BNB,28.23048591613769,28.708818435668945,27.301118850708008,28.475187301635746,361093513,0.0095824182304256,0.0095367980636608,0.0682494676930886,0.0371490482957962,9.182273914279295e-05,0.0012608627017983
2020-11-28,BNB,28.47495460510254,29.62014579772949,27.98564720153809,29.143911361694336,338275296,0.0234844481609495,0.0232129312416254,0.0654323747391821,0.0372977583507067,0.0005515193054243,0.0017819366514917
2020-11-29,BNB,29.164108276367188,30.451854705810547,28.959318161010746,30.11760330200196,347773041,0.0334097893801381,0.0328638098086007,0.0666213366178315,0.0368005499292187,0.0011162140264251,0.0025406434715756
2020-11-30,BNB,30.12430953979492,31.533784866333008,29.78583526611328,31.392786026000977,389608481,0.0423401128971725,0.0414682940050279,0.0672844027759872,0.0374935166373887,0.0017926851601453,0.0035342737867711
2020-12-01,BNB,31.411508560180664,31.87190818786621,29.484134674072266,30.10830307006836,467818960,-0.040916500844135,-0.0417771389047649,0.0562320647030596,0.0383796423750213,0.0016741600413281,0.0025333966729688
2020-12-02,BNB,30.147504806518555,30.910140991210938,29.7489013671875,30.297361373901367,371441750,0.006279274637067,0.0062596421344716,0.0503216924518297,0.0381390038842854,3.9429289967713054e-05,0.0026807120800023
2020-12-03,BNB,30.303985595703125,30.76911735534668,29.978309631347656,30.704429626464844,324897560,0.0134357658259354,0.0133463063379537,0.0269249443179406,0.0374041263059236,0.0001805198033293,0.0029979021959664
2020-12-04,BNB,30.71600151062012,31.116619110107425,28.9255313873291,29.072208404541016,362626786,-0.0531591448458947,-0.054624251497922,0.0367242792890916,0.038891464306057,0.0028258946807468,0.0017260652610032
2020-12-05,BNB,29.075138092041016,30.00295066833496,28.757482528686523,29.72948837280273,307895991,0.0226085324897109,0.0223567475461341,0.0366464593821296,0.0387936093265162,0.0005111457413383,0.0022382219031411
2020-12-06,BNB,29.72870635986328,30.13364791870117,29.096031188964844,29.54080390930176,249993855,-0.0063467107517929,-0.006366936744911,0.0342263030572954,0.0378629249004677,4.028073736692409e-05,0.0020911977948211
2020-12-07,BNB,29.53038215637207,29.65660095214844,29.090274810791016,29.378135681152344,238972454,-0.0055065606423188,-0.0055217776352785,0.0280588784553447,0.0369106509114662,3.0322210107534468e-05,0.0019644456990105
2020-12-08,BNB,29.380874633789062,29.48814010620117,27.51166534423828,27.636306762695312,323672206,-0.0592899746042941,-0.0611203426827856,0.032100930218364,0.0384201112397327,0.0035153010885778,0.0006072017647173
2020-12-09,BNB,27.636606216430664,28.37883758544922,26.996044158935547,28.12930488586425,323390504,0.0178387845887719,0.0176815407432596,0.033449651770117,0.0385067934285909,0.0003182222356046,0.0009913489706792
2020-12-10,BNB,28.131521224975582,28.23805046081543,27.432506561279297,27.696189880371094,263890750,-0.0153972878907083,-0.0155170571327917,0.0318092045987148,0.0386049434573618,0.0002370764743893,0.0006538630627189
2020-12-11,BNB,27.697120666503903,27.741119384765625,26.765226364135746,27.361003875732425,278060132,-0.0121022424415215,-0.0121760708416861,0.026817273146646,0.0386389867006106,0.0001464642721133,0.0003926840417283
2020-12-12,BNB,27.3582706451416,28.241863250732425,27.328489303588867,28.164451599121094,238973887,0.0293647019326392,0.0289418177055681,0.0282015149154848,0.0389298930497529,0.0008622857195927,0.0010187355083998
2020-12-13,BNB,28.165477752685547,29.251371383666992,28.061973571777344,29.10169219970703,265728020,0.0332774312074724,0.0327357225281179,0.0321380275709538,0.0392141655887587,0.001107387427768,0.0017490392177018
2020-12-14,BNB,29.10685920715332,30.17433738708496,28.693622589111328,30.029577255249023,335453986,0.031884230276868,0.031386480802453,0.0344235785716002,0.0395369952153493,0.0010166041403483,0.0024720530280772
2020-12-15,BNB,30.02699089050293,30.296968460083008,29.38098526000977,29.547283172607425,294288115,-0.0160606351045883,-0.0161910048697862,0.0233440949309727,0.0396068281894843,0.0002579439999627,0.0020962464771154
2020-12-16,BNB,29.54994773864746,30.59629821777344,29.06476211547852,30.49019432067871,347039607,0.0319119406871706,0.0314133346271612,0.024714634222321,0.0398917315592183,0.0010183719584214,0.0028309687123111
2020-12-17,BNB,30.493614196777344,31.452747344970703,29.83370018005371,30.18413352966309,479985920,-0.0100380072293618,-0.0100887277312297,0.0237962039697907,0.0398873901368555,0.0001007615891367,0.002592484239049
2020-12-18,BNB,30.183979034423828,31.1792106628418,29.70016860961914,30.9383602142334,359055461,0.0249875214681614,0.0246804383388621,0.0213849160190751,0.0399294258428897,0.0006243762291218,0.0031801823659247
2020-12-19,BNB,30.94263458251953,34.165428161621094,30.94062232971192,33.296356201171875,534843839,0.0762159329263243,0.0734511227641166,0.0308200576730177,0.0420370922911943,0.0058088684318299,0.005017547514963
2020-12-20,BNB,33.29351806640625,35.5438117980957,32.67152786254883,34.16029739379883,583559932,0.0259470191695194,0.0256161071789423,0.0305997024732063,0.0419954635371532,0.0006732478037834,0.0056907358693725
2020-12-21,BNB,34.20123672485352,35.563411712646484,31.64373207092285,32.269527435302734,583000547,-0.0553499267497398,-0.0569407129205909,0.0422031317565419,0.042555425593794,0.0030636143912015,0.0042174361496813
