Date,crypto,Open,High,Low,Close,Volume,returns,log_returns,volatility_7d,volatility_30d,returns_squared,price_normalized
2020-12-22,BNB,32.20479202270508,33.75624465942383,30.592924118041992,33.482948303222656,563925549,0.0376026847728934,0.0369129415002628,0.0413143357101348,0.0428701383069343,0.0014139619021295,0.0051629412422182
2020-12-23,BNB,33.47770690917969,34.38151931762695,30.074295043945312,31.097898483276367,582613805,-0.0712317744049061,-0.0738960593525707,0.0526715069848399,0.044634308126947,0.0050739656848714,0.0033044955781189
2020-12-24,BNB,31.114107131958008,32.70521545410156,30.455808639526367,32.50059127807617,488263504,0.0451057101351763,0.0441180383247386,0.0543167145439683,0.0421173097943546,0.0020345250867985,0.0043974825340969
2020-12-25,BNB,32.4889030456543,33.43528366088867,31.86425399780273,33.164974212646484,421026462,0.0204421799248459,0.0202360430882255,0.0541610828818237,0.0399803336618383,0.0004178827200797,0.0049151738517909
2020-12-26,BNB,33.17020034790039,33.945316314697266,32.60174560546875,33.47713851928711,434464851,0.0094124694516297,0.0093684481780479,0.0460895245207755,0.0349549000566205,8.859458117786359e-05,0.0051584142224159
2020-12-27,BNB,33.47984313964844,34.85247802734375,32.08786392211914,33.51184844970703,567285548,0.00103682488872,0.0010362877570373,0.0448507598393902,0.0349622534062567,1.0750058498693104e-06,0.0051854604162315
2020-12-28,BNB,33.53205490112305,35.9766731262207,33.40126419067383,35.84455871582031,611476292,0.0696085227770739,0.0672927149648321,0.044877796263026,0.03672553886628,0.0048453464432064,0.0070031227742261
2020-12-29,BNB,35.85218048095703,39.48423385620117,35.34263229370117,38.95283126831055,938849532,0.0867153248316703,0.0831596831604837,0.0520797946980095,0.0392230641299326,0.0075195475606621,0.0094251080928155
2020-12-30,BNB,38.94734954833984,39.15659713745117,36.90449142456055,38.13629913330078,501223201,-0.0209620740886694,-0.021184897762418,0.0386535437117185,0.0390898198530424,0.0004394085500988,0.0087888611711722
2020-12-31,BNB,38.12228775024414,38.16325378417969,36.744083404541016,37.37603378295898,404140896,-0.0199354779467296,-0.0201368706549324,0.0421324604030329,0.0383796963111144,0.0003974232809645,0.0081964576783431
2021-01-01,BNB,37.37457275390625,38.92817687988281,37.04630661010742,37.90501022338867,459165743,0.0141528243339419,0.0140536081460033,0.0422109013829032,0.0383948436040664,0.0002003024366274,0.0086086394130414
2021-01-02,BNB,37.91710662841797,38.83625411987305,36.92560195922852,38.24159240722656,521965394,0.0088796225579226,0.0088404305455192,0.0422336594232914,0.0383824512467295,7.88476967711684e-05,0.0088709063455538
2021-01-03,BNB,38.25372695922852,41.6063232421875,37.8181037902832,41.14897918701172,758008613,0.076026823068062,0.0732753899307991,0.0459872183942615,0.0385245933718339,0.0057800778258224,0.0111363602197512
2021-01-04,BNB,41.198280334472656,43.13212203979492,38.14398193359375,40.92635345458984,807877171,-0.0054102370659088,-0.0054249254006668,0.0440949074435008,0.0386071112327596,2.927066510933366e-05,0.0109628888634398
2021-01-05,BNB,40.937278747558594,41.73460006713867,38.97895431518555,41.73460006713867,644270927,0.0197488059483637,0.0195563282889945,0.0330767969872726,0.0384866584013826,0.0003900153363861,0.011592679654413
2021-01-06,BNB,41.775535583496094,42.19270324707031,40.592529296875,42.16595458984375,641021601,0.0103356572726505,0.0102826095757957,0.0301209122082916,0.0383423842203367,0.0001068258112576,0.0119287937832277
2021-01-07,BNB,42.196624755859375,44.47003555297852,41.49586868286133,43.44948959350586,829964770,0.0304400793518679,0.0299859724980056,0.0261925453081448,0.0359480219942281,0.000926598430948,0.0129289322467207
2021-01-08,BNB,43.56868743896485,43.5904655456543,40.534481048583984,42.39531707763672,650561500,-0.0242620230003047,-0.0245611948013798,0.0315858194318593,0.0366806020919836,0.0005886457600673,0.0121075144612533
2021-01-09,BNB,42.37369537353516,44.11974334716797,41.59010314941406,43.93285369873047,590039660,0.0362666616758196,0.0356245061567486,0.0321700176033324,0.0364448743263591,0.0013152707491083,0.0133055725659389
2021-01-10,BNB,43.944122314453125,45.155418395996094,40.59486389160156,42.4484748840332,701488832,-0.0337874435582171,-0.0343714312499556,0.0268933244202552,0.0372307870615909,0.0011415913421997,0.0121489353548483
2021-01-11,BNB,42.47262191772461,42.477500915527344,35.17088317871094,38.371360778808594,890728694,-0.0960485415874905,-0.1009796164780054,0.046948760981783,0.042305137793528,0.0092253223410839,0.0089720226683605
2021-01-12,BNB,38.279518127441406,39.930908203125,37.18550109863281,38.111610412597656,567249584,-0.0067693811462217,-0.0067923973358203,0.0453620156748497,0.0422172045585622,4.582452110282209e-05,0.0087696235663393
2021-01-13,BNB,38.10942459106445,40.40154266357422,37.14378356933594,40.13593292236328,542384725,0.0531156381966082,0.0517530449728298,0.051354736487477,0.0427728274798403,0.0028212710210329,0.0103469882652022
2021-01-14,BNB,40.11882781982422,41.87310028076172,39.65635681152344,41.79368209838867,534108764,0.0413033672154088,0.0404731662135275,0.0527790364205557,0.0428219159679123,0.0017059681433309,0.0116387167408857
2021-01-15,BNB,41.794952392578125,42.41106033325195,39.095462799072266,40.91897964477539,562019413,-0.0209290593624676,-0.0211511767300802,0.0525837336040223,0.0430825219891781,0.0004380255257976,0.0109571431449383
2021-01-16,BNB,40.91943359375,43.91791915893555,40.73382186889648,43.17182540893555,604218252,0.0550562546700208,0.0535940874685696,0.0553773652316851,0.0436349071874484,0.0030311911782901,0.0127125745859395
2021-01-17,BNB,43.1561393737793,46.654544830322266,41.09147262573242,45.68461227416992,664875513,0.0582043228756847,0.0565734366011574,0.0572261054391981,0.0443668727420796,0.0033877432014169,0.0146705537507544
2021-01-18,BNB,45.76753234863281,46.803802490234375,44.15646362304688,45.353172302246094,586905636,-0.0072549586266539,-0.0072814038224888,0.034690561201407,0.0429265799491035,5.263442467446026e-05,0.0144122936617702
2021-01-19,BNB,45.33563995361328,47.09810256958008,41.94388961791992,42.7855339050293,750638729,-0.0566143064944905,-0.0582800730704635,0.0456159664707608,0.0445669489746657,0.0032051796998521,0.0124115738418422
2021-01-20,BNB,42.66294860839844,42.75456237792969,40.30640411376953,42.60689926147461,684094133,-0.0041751177851654,-0.0041838579253182,0.0432504066746581,0.0429904044733086,1.7431608520004757e-05,0.0122723806157738
2021-01-21,BNB,42.60602569580078,42.63518905639648,38.44939041137695,38.64583969116211,621983627,-0.09296756250681,-0.0975770660079434,0.0549261868620459,0.0465803209415451,0.0086429676784576,0.0091858983452055
2021-01-22,BNB,38.63531112670898,41.40969467163086,36.95341491699219,40.85757064819336,561072899,0.0572307646749632,0.0556530034711749,0.0599995433616773,0.0451321169457797,0.003275360425281,0.0109092928725959
2021-01-23,BNB,40.86509323120117,41.85029220581055,39.58652877807617,40.81547927856445,468609053,-0.0010301975609694,-0.0010307285792105,0.0551846318326626,0.0446831112053985,1.0613070146273996e-06,0.0108764950154071
2021-01-24,BNB,40.86247253417969,42.191524505615234,40.50406265258789,41.88160705566406,450486066,0.0261206727433804,0.0257853545921343,0.0499871997133612,0.0447470125121537,0.0006822895445667,0.011707228414834
2021-01-25,BNB,41.87605285644531,43.3535270690918,40.6336555480957,41.62370300292969,507172505,-0.0061579311508175,-0.0061769694065984,0.0500034983967274,0.044829689834923,3.792011605820892e-05,0.0115062679717651
2021-01-26,BNB,41.65512847900391,42.47721481323242,40.00783157348633,41.69473648071289,546536514,0.0017065631517263,0.0017051086274208,0.0458382664320725,0.0448261330026747,2.9123577908301662e-06,0.0115616176997616
2021-01-27,BNB,41.75617218017578,42.04783630371094,39.73080062866211,40.994876861572266,519618043,-0.0167853229978888,-0.0169277930527645,0.0461501903524966,0.0435064662694772,0.0002817470681434,0.0110162827286458
2021-01-28,BNB,40.986419677734375,43.076507568359375,40.50751876831055,42.52910614013672,533847527,0.0374249027200421,0.036741587582505,0.0267569693131031,0.0411995545155288,0.0014006233436046,0.0122117637314479
2021-01-29,BNB,42.38618087768555,44.00945281982422,41.90700149536133,42.85234832763672,651771603,0.0076004933288484,0.0075717551040272,0.0188105051650878,0.0409376460571167,5.77674988418704e-05,0.0124636360557865
2021-01-30,BNB,42.853511810302734,44.98825454711914,42.6800651550293,44.77227783203125,533768579,0.0448033673607639,0.0438287025064705,0.0230546491004523,0.0412980785071457,0.0020073417268635,0.0139596570751289
2021-01-31,BNB,44.79869842529297,45.70771026611328,43.42907333374024,44.27599334716797,512545443,-0.0110846378360546,-0.0111465302288695,0.0239399865334076,0.041401614053697,0.0001228691959564,0.0135729491156806
2021-02-01,BNB,44.30907440185547,52.1386833190918,43.524192810058594,51.607696533203125,1256933735,0.1655909361207841,0.1532281997196738,0.0629619846148274,0.0506307666417444,0.0274203581253576,0.0192858578702896
2021-02-02,BNB,51.551883697509766,52.911865234375,49.3870735168457,51.05640411376953,1006694242,-0.0106823682603021,-0.0107398343719741,0.0641431218323904,0.049262241679481,0.0001141129916487,0.0188562873858583
2021-02-03,BNB,51.05010223388672,52.677433013916016,49.95558547973633,52.242637634277344,714000888,0.0232337850872637,0.0229679897827893,0.0608764378367753,0.049263606294276,0.0005398087694811,0.0197806079280794
2021-02-04,BNB,52.2422103881836,57.0709114074707,51.60264205932617,55.92512512207031,940905214,0.0704881616730779,0.068114770297128,0.062210285562057,0.0504896845505261,0.0049685809360499,0.0226500250981336
2021-02-05,BNB,56.01080322265625,68.46395874023438,56.01080322265625,67.84556579589844,1431595319,0.2131500045428389,0.1932202864075155,0.0871127441093611,0.062536902166918,0.0454329244366122,0.0319385066632388
2021-02-06,BNB,67.8546371459961,75.4018783569336,62.208126068115234,72.73359680175781,2114553792,0.0720464329321708,0.0695693760129711,0.0863638308271387,0.0632843924466036,0.0051906884982497,0.035747290845796
2021-02-07,BNB,72.86821746826172,74.612548828125,64.49789428710938,68.59052276611328,1493688265,-0.056962314773692,-0.0586490340227852,0.0952413439516458,0.0643310383503186,0.0032447053043771,0.0325189817709946
2021-02-08,BNB,68.52555847167969,79.83154296875,67.85923767089844,79.83154296875,2133574291,0.1638859094421463,0.1517643285621963,0.0949522724926535,0.0695810919151156,0.0268585913136793,0.041278054676278
2021-02-09,BNB,79.80702209472656,115.13184356689452,78.44632720947266,107.89927673339844,4425849540,0.3515870133643231,0.3012794674693715,0.1351941966107103,0.0911080649408044,0.1236134279664446,0.0631486075174671
2021-02-10,BNB,107.70855712890624,148.07476806640625,107.70855712890624,129.73715209960938,7000323240,0.2023913044400545,0.1843123275941958,0.1307897234903753,0.0925679149006198,0.0409622401129468,0.0801648159203545
2021-02-11,BNB,129.30523681640625,131.5356903076172,119.09626007080078,124.43425750732422,2809765027,-0.0408741405716513,-0.0417329724301296,0.1471460273849885,0.0934324933895797,0.0016706953674711,0.07603276744917
2021-02-12,BNB,124.15943145751952,140.2431640625,121.72706604003906,136.94839477539062,2981627650,0.1005682640677132,0.0958266501084948,0.1425363935648383,0.0939924680842494,0.0101139757375933,0.0857838610956352
2021-02-13,BNB,136.92799377441406,138.4705352783203,125.72859954833984,133.4526824951172,2116751635,-0.0255257630876708,-0.0258571976212114,0.1517111696960524,0.0948845879199867,0.0006515645812078,0.0830599803297571
2021-02-14,BNB,133.47377014160156,138.7567596435547,128.73171997070312,136.426513671875,2312597445,0.0222837871907641,0.022039131504887,0.1406620051757125,0.0942009074546385,0.0004965671715632,0.0853772080916213
2021-02-15,BNB,136.2767791748047,139.21975708007812,119.7349853515625,129.56788635253906,2414986848,-0.0502734192550863,-0.051581145554919,0.1501170414008778,0.0957545826529198,0.0025274166835976,0.0800329229967381
2021-02-16,BNB,129.7397918701172,133.28060913085938,126.79663848876952,130.05665588378906,1925775294,0.0037723045810913,0.0037652072833446,0.0912828624864055,0.0959380521107545,1.4230281852522754e-05,0.0804137752575584
2021-02-17,BNB,130.08013916015625,175.11614990234375,127.09211730957033,164.67010498046875,5236224271,0.2661413125031311,0.2359739387432947,0.1121130969267333,0.1039952465032824,0.0708311982208892,0.1073847902255786
2021-02-18,BNB,165.01882934570312,199.45562744140625,163.27488708496094,195.93263244628903,6110987389,0.1898494415214484,0.1738267793892666,0.1183097183817201,0.1051288306649277,0.0360428104460058,0.1317447462029119
2021-02-19,BNB,195.98785400390625,342.8796081542969,195.3857421875,332.61602783203125,17982945189,0.6976040370570289,0.5292178669714958,0.2655639857702349,0.1565837379179719,0.4866513925182645,0.2382492985961698
2021-02-20,BNB,332.91845703125,334.4550476074219,227.91375732421875,255.9537353515625,9680520706,-0.2304828573059103,-0.2619920482462277,0.2984001079813094,0.1636790493088067,0.0531223475118966,0.1785135631541964
2021-02-21,BNB,254.53927612304688,307.5881042480469,250.5408172607422,293.923583984375,8505963719,0.1483465305972557,0.1383231082689966,0.2947086960808091,0.1641713048034164,0.0220066931402425,0.2080999055307868
2021-02-22,BNB,294.61236572265625,295.47857666015625,223.0193634033203,267.5097961425781,7885768925,-0.0898661736623388,-0.0941636283742661,0.299454616299152,0.1664430611020811,0.0080759291687096,0.1875181176467371
2021-02-23,BNB,267.3644104003906,268.5368347167969,190.41246032714844,230.99424743652344,8280752930,-0.1365017252923048,-0.1467633794197563,0.3144671827960011,0.1707057854460354,0.0186327210077758,0.1590649748245458
2021-02-24,BNB,231.12159729003903,280.08819580078125,214.52471923828125,254.359130859375,7154121651,0.1011492003898155,0.0963543620833162,0.3078654419872002,0.1701731208291505,0.010231160739499,0.1772710374091678
